# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 200
4 30 6198 0.000480316 0.00052493 0.000488778
5 40 6197 0.000432343 0.000468388 0.000440139
6 50 6196 0.000403823 0.000428546 0.000408708
7 60 6195 0.00037538 0.000387887 0.000376508
8 70 6194 0.000341621 0.00034364 0.000340485
9 80 6193 0.000307882 0.000300798 0.000305831
10 90 6192 0.000279686 0.000263202 0.000276664
11 100 6191 0.000258052 0.000232364 0.000254004
12 110 6190 0.000241021 0.000208282 0.000237412
13 120 6189 0.000226203 0.000189177 0.000225646
14 130 6188 0.000211621 0.000172737 0.000216463
15 140 6187 0.000196219 0.000158185 0.000207228
16 150 6186 0.000180443 0.000146683 0.000196822
17 160 6185 0.000165979 0.000139795 0.000186786
18 170 6184 0.000153877 0.000136757 0.000179751
19 180 6183 0.000142968 0.000133959 0.000176358
20 190 6182 0.000131679 0.000128527 0.000174828
21 200 6181 0.000120583 0.000121147 0.000173817
22 210 6180 0.000111419 0.000113842 0.000172784
23 220 6179 0.000104658 0.000107147 0.000169667
24 230 6178 9.97525e-05 0.000101271 0.000162074
25 240 6177 9.62304e-05 9.73172e-05 0.000150856
26 250 6176 9.34914e-05 9.6046e-05 0.000139814
27 260 6175 9.10595e-05 9.71352e-05 0.000132024
28 270 6174 8.89223e-05 9.98346e-05 0.000127327
29 280 6173 8.70246e-05 0.000103214 0.000123616
30 290 6172 8.55409e-05 0.000106156 0.00011988
31 300 6171 8.5115e-05 0.00010789 0.000116877
32 310 6170 8.57416e-05 0.000108538 0.000115263
33 320 6169 8.61113e-05 0.000108907 0.00011483
34 330 6168 8.48308e-05 0.000109222 0.000115075
35 340 6167 8.20731e-05 0.000108537 0.000115343
36 350 6166 7.93315e-05 0.000106072 0.000114559
37 360 6165 7.80335e-05 0.000102447 0.000111849
38 370 6164 7.89571e-05 9.8901e-05 0.000108101
39 380 6163 8.2078e-05 9.58848e-05 0.000105776
40 390 6162 8.62445e-05 9.26572e-05 0.000106069
41 400 6161 8.97728e-05 8.81798e-05 0.000107216
42 410 6160 9.15467e-05 8.23719e-05 0.000106972
43 420 6159 9.12324e-05 7.61266e-05 0.000105639
44 430 6158 8.90939e-05 7.02863e-05 0.000104826
45 440 6157 8.57969e-05 6.4689e-05 0.000104701
46 450 6156 8.20339e-05 5.87058e-05 0.000103987
47 460 6155 7.81374e-05 5.27383e-05 0.000102079
48 470 6154 7.43353e-05 4.77399e-05 0.000100185
49 480 6153 7.10614e-05 4.38612e-05 0.000100074
50 490 6152 6.88531e-05 4.07259e-05 0.000101724
51 500 6151 6.80599e-05 3.79226e-05 0.000103127
52 510 6150 6.81067e-05 3.48236e-05 0.000102216
53 520 6149 6.73203e-05 3.07458e-05 9.79144e-05
54 530 6148 6.45129e-05 2.55975e-05 9.07398e-05
55 540 6147 6.0568e-05 1.9955e-05 8.2822e-05
56 550 6146 5.77112e-05 1.46739e-05 7.61631e-05
57 560 6145 5.72464e-05 1.03361e-05 7.13283e-05
58 570 6144 5.7848e-05 7.35865e-06 6.79348e-05
59 580 6143 5.67961e-05 6.21462e-06 6.53136e-05
60 590 6142 5.31054e-05 6.96176e-06 6.31768e-05
61 600 6141 4.82873e-05 8.65468e-06 6.19967e-05
62 610 6140 4.42066e-05 9.46229e-06 6.24336e-05
63 620 6139 4.13266e-05 8.00598e-06 6.44139e-05
64 630 6138 3.9129e-05 4.97563e-06 6.67813e-05
65 640 6137 3.74409e-05 2.78018e-06 6.81515e-05
66 650 6136 3.71155e-05 3.14741e-06 6.83866e-05
67 660 6135 3.89883e-05 5.73117e-06 6.8481e-05
68 670 6134 4.2055e-05 9.20146e-06 6.9146e-05
69 680 6133 4.36511e-05 1.26072e-05 7.03192e-05
70 690 6132 4.189e-05 1.55269e-05 7.2218e-05
71 700 6131 3.73422e-05 1.76921e-05 7.48962e-05
72 710 6130 3.25535e-05 1.84359e-05 7.69999e-05
73 720 6129 3.00933e-05 1.70271e-05 7.71419e-05
74 730 6128 3.091e-05 1.40765e-05 7.57854e-05
75 740 6127 3.40949e-05 1.15467e-05 7.45552e-05
76 750 6126 3.78046e-05 1.03896e-05 7.40822e-05
77 760 6125 4.00731e-05 9.85972e-06 7.29756e-05
78 770 6124 3.98923e-05 9.33231e-06 6.95591e-05
79 780 6123 3.83826e-05 8.90791e-06 6.41939e-05
80 790 6122 3.78063e-05 8.54346e-06 5.8654e-05
81 800 6121 3.89756e-05 8.47743e-06 5.42955e-05
82 810 6120 4.03337e-05 1.02552e-05 5.13136e-05
83 820 6119 3.96489e-05 1.45083e-05 4.88916e-05
84 830 6118 3.57648e-05 1.83358e-05 4.67531e-05
85 840 6117 2.90169e-05 1.82007e-05 4.60809e-05
86 850 6116 2.09532e-05 1.50789e-05 4.7785e-05
87 860 6115 1.37745e-05 1.33881e-05 5.10295e-05
88 870 6114 8.84454e-06 1.49349e-05 5.39698e-05
89 880 6113 5.37872e-06 1.73336e-05 5.51839e-05
90 890 6112 1.53333e-06 1.75637e-05 5.45862e-05
91 900 6111 -3.06288e-06 1.47424e-05 5.32635e-05
92 910 6110 -6.92399e-06 1.01231e-05 5.25904e-05
93 920 6109 -8.40327e-06 5.4593e-06 5.27343e-05
94 930 6108 -7.0396e-06 1.94764e-06 5.23832e-05
95 940 6107 -3.50785e-06 -9.29524e-08 5.14937e-05
96 950 6106 5.95247e-07 -1.01762e-06 5.23142e-05
97 960 6105 2.65513e-06 -1.21186e-06 5.62796e-05
98 970 6104 6.76888e-07 -2.79078e-07 6.14542e-05
99 980 6103 -4.45021e-06 2.63575e-06 6.44301e-05
100 990 6102 -9.64669e-06 7.08574e-06 6.43246e-05
101 1000 6101 -1.25529e-05 1.0959e-05 6.3329e-05
102 1010 6100 -1.30495e-05 1.26007e-05 6.33954e-05
103 1020 6099 -1.22583e-05 1.2188e-05 6.43924e-05
104 1030 6098 -1.13456e-05 1.08743e-05 6.55374e-05
105 1040 6097 -1.11957e-05 1.00041e-05 6.65836e-05
106 1050 6096 -1.20322e-05 1.06475e-05 6.74118e-05
107 1060 6095 -1.34248e-05 1.25032e-05 6.74528e-05
108 1070 6094 -1.49275e-05 1.45136e-05 6.61103e-05
109 1080 6093 -1.59271e-05 1.75351e-05 6.34692e-05
110 1090 6092 -1.57486e-05 2.33334e-05 6.02911e-05
111 1100 6091 -1.48693e-05 3.04942e-05 5.72464e-05
112 1110 6090 -1.46857e-05 3.53106e-05 5.43068e-05
113 1120 6089 -1.52298e-05 3.65036e-05 5.14765e-05
114 1130 6088 -1.46101e-05 3.60618e-05 4.95101e-05
115 1140 6087 -1.14312e-05 3.65363e-05 4.90275e-05
116 1150 6086 -6.90193e-06 3.84423e-05 4.96052e-05
117 1160 6085 -3.69772e-06 3.96492e-05 5.02583e-05
118 1170 6084 -2.99999e-06 3.77377e-05 5.01833e-05
119 1180 6083 -3.34908e-06 3.24591e-05 4.95536e-05
120 1190 6082 -2.54995e-06 2.54338e-05 4.92855e-05
121 1200 6081 2.65679e-08 1.87969e-05 4.93748e-05
122 1210 6080 3.54098e-06 1.39584e-05 4.8685e-05
123 1220 6079 6.67506e-06 1.02881e-05 4.65398e-05
124 1230 6078 8.15583e-06 5.65773e-06 4.35041e-05
125 1240 6077 8.05649e-06 -1.22268e-06 4.09872e-05
126 1250 6076 8.0539e-06 -9.92636e-06 4.01394e-05
127 1260 6075 9.45849e-06 -1.92848e-05 4.05234e-05
128 1270 6074 1.16688e-05 -2.825e-05 4.01041e-05
129 1280 6073 1.31102e-05 -3.61819e-05 3.7293e-05
130 1290 6072 1.30656e-05 -4.27946e-05 3.27256e-05
131 1300 6071 1.14817e-05 -4.81211e-05 2.90284e-05
132 1310 6070 7.93614e-06 -5.19876e-05 2.86623e-05
133 1320 6069 2.65649e-06 -5.3224e-05 3.17519e-05
134 1330 6068 -2.46249e-06 -5.08617e-05 3.60578e-05
135 1340 6067 -5.00606e-06 -4.65453e-05 3.91925e-05
136 1350 6066 -3.64114e-06 -4.36283e-05 4.09541e-05
137 1360 6065 7.72762e-07 -4.32102e-05 4.26364e-05
138 1370 6064 4.76379e-06 -4.29105e-05 4.50041e-05
139 1380 6063 4.63455e-06 -3.97238e-05 4.77895e-05
140 1390 6062 1.054e-06 -3.3103e-05 4.99816e-05
141 1400 6061 -9.15708e-07 -2.54559e-05 5.07431e-05
142 1410 6060 1.89828e-06 -2.00033e-05 5.03028e-05
143 1420 6059 7.28572e-06 -1.80643e-05 4.98539e-05
144 1430 6058 1.12742e-05 -1.80931e-05 5.06107e-05
145 1440 6057 1.25424e-05 -1.80188e-05 5.23017e-05
146 1450 6056 1.24172e-05 -1.80622e-05 5.34249e-05
147 1460 6055 1.26313e-05 -1.984e-05 5.32033e-05
148 1470 6054 1.39595e-05 -2.30068e-05 5.25178e-05
149 1480 6053 1.64106e-05 -2.45704e-05 5.26258e-05
150 1490 6052 1.9966e-05 -2.1971e-05 5.36236e-05
151 1500 6051 2.40666e-05 -1.55629e-05 5.42716e-05
152 1510 6050 2.67587e-05 -7.81403e-06 5.33508e-05
153 1520 6049 2.63233e-05 -1.25059e-06 5.15743e-05
154 1530 6048 2.33025e-05 2.92725e-06 5.1117e-05
155 1540 6047 1.99136e-05 4.61646e-06 5.27088e-05
156 1550 6046 1.76275e-05 4.07208e-06 5.42648e-05
157 1560 6045 1.58447e-05 2.3592e-06 5.36578e-05
158 1570 6044 1.3049e-05 1.86732e-06 5.18384e-05
159 1580 6043 8.67709e-06 4.27829e-06 5.10941e-05
160 1590 6042 3.73545e-06 8.19681e-06 5.15337e-05
161 1600 6041 1.10126e-08 1.02402e-05 5.13937e-05
162 1610 6040 -1.386e-06 8.53963e-06 4.97527e-05
163 1620 6039 -9.70616e-07 4.30277e-06 4.77109e-05
164 1630 6038 -9.20796e-08 -2.27734e-07 4.70103e-05
165 1640 6037 1.13664e-07 -4.15413e-06 4.84529e-05
166 1650 6036 -8.75265e-07 -7.71775e-06 5.18285e-05
167 1660 6035 -2.57066e-06 -1.13806e-05 5.66171e-05
168 1670 6034 -3.76043e-06 -1.51771e-05 6.19353e-05
169 1680 6033 -3.83664e-06 -1.85093e-05 6.62888e-05
170 1690 6032 -3.47766e-06 -2.05064e-05 6.84153e-05
171 1700 6031 -4.12873e-06 -2.03697e-05 6.83435e-05
172 1710 6030 -6.80266e-06 -1.82326e-05 6.71752e-05
173 1720 6029 -1.07999e-05 -1.54481e-05 6.57905e-05
174 1730 6028 -1.42188e-05 -1.33619e-05 6.43696e-05
175 1740 6027 -1.59312e-05 -1.23665e-05 6.29442e-05
176 1750 6026 -1.63847e-05 -1.2123e-05 6.20848e-05
177 1760 6025 -1.60621e-05 -1.10372e-05 6.17534e-05
178 1770 6024 -1.45532e-05 -6.54351e-06 6.01499e-05
179 1780 6023 -1.18e-05 2.22816e-06 5.5966e-05
180 1790 6022 -8.56786e-06 1.28444e-05 5.04026e-05
181 1800 6021 -5.64343e-06 2.16646e-05 4.54542e-05
182 1810 6020 -3.28426e-06 2.74919e-05 4.22123e-05
183 1820 6019 -9.94609e-07 3.20019e-05 4.09501e-05
184 1830 6018 1.76187e-06 3.67799e-05 4.12359e-05
185 1840 6017 4.31997e-06 4.14522e-05 4.20274e-05
186 1850 6016 5.37655e-06 4.47539e-05 4.21384e-05
187 1860 6015 4.85816e-06 4.63444e-05 4.08826e-05
188 1870 6014 4.15234e-06 4.691e-05 3.86905e-05
189 1880 6013 4.62438e-06 4.73186e-05 3.68995e-05
190 1890 6012 6.57801e-06 4.78298e-05 3.67737e-05
191 1900 6011 9.29156e-06 4.74597e-05 3.78383e-05
192 1910 6010 1.14491e-05 4.45828e-05 3.82105e-05
193 1920 6009 1.19737e-05 3.9257e-05 3.73935e-05
194 1930 6008 1.10412e-05 3.36145e-05 3.75265e-05
195 1940 6007 1.00406e-05 2.89471e-05 4.04341e-05
196 1950 6006 1.02718e-05 2.47378e-05 4.48012e-05
197 1960 6005 1.1391e-05 2.10112e-05 4.76668e-05
198 1970 6004 1.17024e-05 1.96978e-05 4.78874e-05
199 1980 6003 1.03614e-05 2.24445e-05 4.68426e-05
200 1990 6002 8.61787e-06 2.76399e-05 4.65843e-05
64000 200
1 0 6401 0.000685831 0.000752293 0.000704746
2 10 6400 0.000643136 0.000707104 0.000660419
3 20 6399 0.000550944 0.000608946 0.000565466
4 30 6398 0.000469415 0.000520334 0.000482692
5 40 6397 0.000421578 0.000463709 0.000433704
6 50 6396 0.000393406 0.000423804 0.000402068
7 60 6395 0.000365715 0.000383397 0.000369732
8 70 6394 0.000332891 0.000339703 0.000333664
9 80 6393 0.0002999 0.0002974 0.000299088
10 90 6392 0.000272147 0.000259986 0.000270135
11 100 6391 0.000250836 0.000228946 0.000247846
12 110 6390 0.00023426 0.0002046 0.000231708
13 120 6389 0.000220027 0.000185404 0.000220381
14 130 6388 0.000205964 0.000168889 0.000211589
15 140 6387 0.000190966 0.000154054 0.000202796
16 150 6386 0.000175666 0.000142041 0.000192935
17 160 6385 0.000161855 0.00013459 0.000183536
18 170 6384 0.000150424 0.000131113 0.000177194
19 180 6383 0.000140014 0.000127975 0.000174394
20 190 6382 0.000129073 0.000122235 0.000173127
21 200 6381 0.000118297 0.00011466 0.000171899
22 210 6380 0.000109542 0.000107347 0.000170316
23 220 6379 0.000103197 0.000100737 0.000166758
24 230 6378 9.84187e-05 9.47626e-05 0.0001592
25 240 6377 9.4612e-05 9.03631e-05 0.000148395
26 250 6376 9.12806e-05 8.84269e-05 0.0001377
27 260 6375 8.81378e-05 8.89192e-05 0.000129896
28 270 6374 8.5464e-05 9.12197e-05 0.000125021
29 280 6373 8.35875e-05 9.43153e-05 0.000121411
30 290 6372 8.28016e-05 9.70509e-05 0.000118206
31 300 6371 8.34121e-05 9.87412e-05 0.000115877
32 310 6370 8.48255e-05 9.95852e-05 0.00011481
33 320 6369 8.53949e-05 0.000100376 0.000114871
34 330 6368 8.39462e-05 0.000101313 0.000115692
35 340 6367 8.10506e-05 0.000101445 0.000116354
36 350 6366 7.82802e-05 9.99173e-05 0.000115355
37 360 6365 7.68726e-05 9.71491e-05 0.000111907
38 370 6364 7.74904e-05 9.4149e-05 0.000107582
39 380 6363 8.01236e-05 9.13571e-05 0.000105405
40 390 6362 8.37043e-05 8.83586e-05 0.000106323
41 400 6361 8.67743e-05 8.44589e-05 0.000107745
42 410 6360 8.84469e-05 7.95612e-05 0.000106864
43 420 6359 8.83053e-05 7.4307e-05 0.000104221
44 430 6358 8.63422e-05 6.92538e-05 0.000102142
45 440 6357 8.30192e-05 6.40342e-05 0.000101307
46 450 6356 7.89909e-05 5.80002e-05 0.000100439
47 460 6355 7.48018e-05 5.17204e-05 9.85431e-05
48 470 6354 7.0948e-05 4.64325e-05 9.6417e-05
49 480 6353 6.77539e-05 4.25517e-05 9.59526e-05
50 490 6352 6.54937e-05 3.98369e-05 9.77314e-05
51 500 6351 6.4638e-05 3.77403e-05 0.00010009
52 510 6350 6.498e-05 3.53196e-05 0.00010066
53 520 6349 6.49772e-05 3.17266e-05 9.77115e-05
54 530 6348 6.32056e-05 2.69579e-05 9.13135e-05
55 540 6347 6.01877e-05 2.17808e-05 8.35706e-05
56 550 6346 5.79188e-05 1.71075e-05 7.67956e-05
57 560 6345 5.75255e-05 1.35138e-05 7.20704e-05
58 570 6344 5.7687e-05 1.13187e-05 6.91933e-05
59 580 6343 5.60545e-05 1.07316e-05 6.70287e-05
60 590 6342 5.22362e-05 1.16076e-05 6.4558e-05
61 600 6341 4.79712e-05 1.30403e-05 6.20546e-05
62 610 6340 4.46703e-05 1.3448e-05 6.08498e-05
63 620 6339 4.21326e-05 1.16281e-05 6.18176e-05
64 630 6338 3.96847e-05 8.30522e-06 6.41608e-05
65 640 6337 3.74866e-05 5.96192e-06 6.5959e-05
66 650 6336 3.66663e-05 6.31409e-06 6.62847e-05
67 660 6335 3.81435e-05 8.83186e-06 6.5928e-05
68 670 6334 4.10044e-05 1.19804e-05 6.60951e-05
69 680 6333 4.26415e-05 1.47124e-05 6.72238e-05
70 690 6332 4.10411e-05 1.67279e-05 6.94429e-05
71 700 6331 3.65325e-05 1.7959e-05 7.23792e-05
72 710 6330 3.15783e-05 1.7875e-05 7.45897e-05
73 720 6329 2.90432e-05 1.58846e-05 7.49834e-05
74 730 6328 3.01717e-05 1.26788e-05 7.42033e-05
75 740 6327 3.39404e-05 1.00521e-05 7.37732e-05
76 750 6326 3.82093e-05 8.72792e-06 7.40568e-05
77 760 6325 4.08892e-05 8.03369e-06 7.32916e-05
78 770 6324 4.09148e-05 7.616e-06 6.95796e-05
79 780 6323 3.92665e-05 7.64364e-06 6.35503e-05
80 790 6322 3.81935e-05 7.79459e-06 5.75188e-05
81 800 6321 3.87881e-05 7.94416e-06 5.30335e-05
82 810 6320 3.99127e-05 9.56145e-06 5.00094e-05
83 820 6319 3.94909e-05 1.33708e-05 4.74795e-05
84 830 6318 3.60591e-05 1.64939e-05 4.53756e-05
85 840 6317 2.96567e-05 1.56121e-05 4.49487e-05
86 850 6316 2.18729e-05 1.20981e-05 4.67909e-05
87 860 6315 1.49341e-05 1.04038e-05 4.9789e-05
88 870 6314 9.96304e-06 1.19333e-05 5.22806e-05
89 880 6313 6.0685e-06 1.40811e-05 5.32426e-05
90 890 6312 1.70452e-06 1.42219e-05 5.27461e-05
91 900 6311 -3.18031e-06 1.19192e-05 5.18054e-05
92 910 6310 -7.06911e-06 8.20511e-06 5.17071e-05
93 920 6309 -8.44046e-06 4.34691e-06 5.25058e-05
94 930 6308 -6.93473e-06 1.45108e-06 5.26289e-05
95 940 6307 -3.27322e-06 2.16192e-08 5.17438e-05
96 950 6306 9.63342e-07 -3.43366e-07 5.20392e-05
97 960 6305 3.27147e-06 -2.35028e-07 5.52231e-05
98 970 6304 1.78409e-06 7.97785e-07 5.967e-05
99 980 6303 -2.69512e-06 3.79225e-06 6.20535e-05
100 990 6302 -7.46338e-06 8.3056e-06 6.13728e-05
101 1000 6301 -1.05548e-05 1.22283e-05 5.97201e-05
102 1010 6300 -1.18727e-05 1.41271e-05 5.90866e-05
103 1020 6299 -1.21308e-05 1.43886e-05 5.94786e-05
104 1030 6298 -1.20556e-05 1.39597e-05 6.02986e-05
105 1040 6297 -1.22928e-05 1.36651e-05 6.15539e-05
106 1050 6296 -1.30087e-05 1.43023e-05 6.31494e-05
107 1060 6295 -1.39201e-05 1.57188e-05 6.41196e-05
108 1070 6294 -1.48675e-05 1.70855e-05 6.34651e-05
109 1080 6293 -1.5546e-05 1.92652e-05 6.12252e-05
110 1090 6292 -1.55132e-05 2.39692e-05 5.82709e-05
111 1100 6291 -1.51424e-05 2.99864e-05 5.53596e-05
112 1110 6290 -1.54803e-05 3.39413e-05 5.25488e-05
113 1120 6289 -1.63268e-05 3.46535e-05 5.00007e-05
114 1130 6288 -1.57903e-05 3.39233e-05 4.85957e-05
115 1140 6287 -1.24696e-05 3.4069e-05 4.89112e-05
116 1150 6286 -7.47016e-06 3.55468e-05 5.03649e-05
117 1160 6285 -3.56084e-06 3.64345e-05 5.18589e-05
118 1170 6284 -2.30484e-06 3.45153e-05 5.25157e-05
119 1180 6283 -2.59154e-06 2.94226e-05 5.23168e-05
120 1190 6282 -2.19154e-06 2.24945e-05 5.18596e-05
121 1200 6281 -1.08662e-07 1.57174e-05 5.1087e-05
122 1210 6280 3.09674e-06 1.06625e-05 4.93255e-05
123 1220 6279 6.04119e-06 7.04677e-06 4.65362e-05
124 1230 6278 7.28084e-06 2.93876e-06 4.36199e-05
125 1240 6277 6.89369e-06 -3.14631e-06 4.17766e-05
126 1250 6276 6.61314e-06 -1.11413e-05 4.16165e-05
127 1260 6275 7.84249e-06 -2.0045e-05 4.22269e-05
128 1270 6274 1.02778e-05 -2.88332e-05 4.14117e-05
129 1280 6273 1.26019e-05 -3.68367e-05 3.78117e-05
130 1290 6272 1.38655e-05 -4.35686e-05 3.25182e-05
131 1300 6271 1.3437e-05 -4.87967e-05 2.84809e-05
132 1310 6270 1.0569e-05 -5.2336e-05 2.80253e-05
133 1320 6269 5.53372e-06 -5.32611e-05 3.0818e-05
134 1330 6268 3.36406e-07 -5.0804e-05 3.43956e-05
135 1340 6267 -2.44901e-06 -4.655e-05 3.65407e-05
136 1350 6266 -1.33529e-06 -4.37188e-05 3.73056e-05
137 1360 6265 2.78721e-06 -4.34124e-05 3.81446e-05
138 1370 6264 6.3128e-06 -4.33345e-05 4.00049e-05
139 1380 6263 5.49878e-06 -4.05966e-05 4.27956e-05
140 1390 6262 1.01971e-06 -3.46805e-05 4.5338e-05
141 1400 6261 -1.93956e-06 -2.79506e-05 4.63531e-05
142 1410 6260 7.72988e-08 -2.35306e-05 4.59135e-05
143 1420 6259 4.96102e-06 -2.25627e-05 4.54383e-05
144 1430 6258 8.56633e-06 -2.32959e-05 4.63885e-05
145 1440 6257 9.48587e-06 -2.35155e-05 4.84207e-05
146 1450 6256 9.13796e-06 -2.35501e-05 4.97011e-05
147 1460 6255 9.37566e-06 -2.52342e-05 4.92858e-05
148 1470 6254 1.0945e-05 -2.82694e-05 4.83129e-05
149 1480 6253 1.36088e-05 -2.96139e-05 4.84511e-05
150 1490 6252 1.72399e-05 -2.68704e-05 4.98703e-05
151 1500 6251 2.15679e-05 -2.06952e-05 5.1038e-05
152 1510 6250 2.49159e-05 -1.35689e-05 5.04288e-05
153 1520 6249 2.5358e-05 -7.52613e-06 4.86623e-05
154 1530 6248 2.29025e-05 -3.25742e-06 4.79771e-05
155 1540 6247 1.95014e-05 -8.68333e-07 4.93347e-05
156 1550 6246 1.66903e-05 -5.88715e-07 5.0985e-05
157 1560 6245 1.40515e-05 -1.76083e-06 5.09064e-05
158 1570 6244 1.0415e-05 -1.92297e-06 4.96987e-05
159 1580 6243 5.60364e-06 9.64759e-07 4.90079e-05
160 1590 6242 8.05618e-07 5.61611e-06 4.86594e-05
161 1600 6241 -2.28786e-06 8.38861e-06 4.73278e-05
162 1610 6240 -2.88933e-06 7.16531e-06 4.48408e-05
163 1620 6239 -1.8361e-06 3.21652e-06 4.27116e-05
164 1630 6238 -5.94467e-07 -9.46763e-07 4.25892e-05
165 1640 6237 -2.56272e-07 -4.27797e-06 4.48339e-05
166 1650 6236 -1.21826e-06 -7.21416e-06 4.86898e-05
167 1660 6235 -2.82489e-06 -1.03614e-05 5.33718e-05
168 1670 6234 -3.87115e-06 -1.36164e-05 5.82477e-05
169 1680 6233 -3.86686e-06 -1.6293e-05 6.2454e-05
170 1690 6232 -3.39269e-06 -1.77919e-05 6.51559e-05
171 1700 6231 -3.78403e-06 -1.76622e-05 6.61241e-05
172 1710 6230 -6.19605e-06 -1.60321e-05 6.5809e-05
173 1720 6229 -1.01151e-05 -1.38759e-05 6.4705e-05
174 1730 6228 -1.36673e-05 -1.2286e-05 6.30741e-05
175 1740 6227 -1.56773e-05 -1.18141e-05 6.13265e-05
176 1750 6226 -1.65528e-05 -1.22761e-05 6.02799e-05
177 1760 6225 -1.67165e-05 -1.18716e-05 5.97696e-05
178 1770 6224 -1.55992e-05 -7.83996e-06 5.78841e-05
179 1780 6223 -1.29847e-05 3.96702e-07 5.33798e-05
180 1790 6222 -9.70178e-06 1.0025e-05 4.75576e-05
181 1800 6221 -6.80084e-06 1.76308e-05 4.24908e-05
182 1810 6220 -4.63647e-06 2.26119e-05 3.92601e-05
183 1820 6219 -2.48746e-06 2.68168e-05 3.80111e-05
184 1830 6218 4.42092e-07 3.14949e-05 3.82271e-05
185 1840 6217 3.42047e-06 3.60639e-05 3.88836e-05
186 1850 6216 4.89059e-06 3.93383e-05 3.88082e-05
187 1860 6215 4.64099e-06 4.09544e-05 3.71724e-05
188 1870 6214 3.92559e-06 4.14921e-05 3.43626e-05
189 1880 6213 4.0901e-06 4.20289e-05 3.20294e-05
190 1890 6212 5.70246e-06 4.31043e-05 3.17066e-05
191 1900 6211 8.25416e-06 4.36151e-05 3.28144e-05
192 1910 6210 1.0409e-05 4.15657e-05 3.32693e-05
193 1920 6209 1.10108e-05 3.67883e-05 3.24604e-05
194 1930 6208 1.01838e-05 3.14289e-05 3.238e-05
195 1940 6207 9.23554e-06 2.69478e-05 3.47913e-05
196 1950 6206 9.38049e-06 2.29051e-05 3.87384e-05
197 1960 6205 1.03308e-05 1.92575e-05 4.18497e-05
198 1970 6204 1.05707e-05 1.7817e-05 4.31124e-05
199 1980 6203 9.36023e-06 2.0326e-05 4.33534e-05
200 1990 6202 7.79404e-06 2.55394e-05 4.39205e-05
66000 200
1 0 6601 0.000683624 0.000752762 0.000703765
2 10 6600 0.000640962 0.000707351 0.000659518
3 20 6599 0.000548712 0.000608906 0.000564652
4 30 6598 0.000467362 0.000520349 0.000482068
5 40 6597 0.000419949 0.000464077 0.000433416
6 50 6596 0.000392069 0.000424581 0.00040221
7 60 6595 0.000364369 0.000384549 0.000370318
8 70 6594 0.000331505 0.000341284 0.00033476
9 80 6593 0.000298599 0.000299662 0.000300863
10 90 6592 0.000270806 0.000263216 0.000272574
11 100 6591 0.000249042 0.000233056 0.000250599
12 110 6590 0.000231686 0.000209081 0.000234391
13 120 6589 0.00021682 0.000189866 0.000222825
14 130 6588 0.000202608 0.000173468 0.000213828
15 140 6587 0.00018773 0.000159048 0.000204857
16 150 6586 0.000172394 0.000147438 0.000194729
17 160 6585 0.000158408 0.000140197 0.000184914
18 170 6584 0.000147139 0.000136942 0.000178084
19 180 6583 0.000137547 0.000134347 0.000174859
20 190 6582 0.000127826 0.000129426 0.000173284
21 200 6581 0.000118161 0.000122526 0.000171908
22 210 6580 0.000110185 0.000115589 0.000170234
23 220 6579 0.000104454 0.00010941 0.000166414
24 230 6578 0.000100239 0.000104194 0.000158466
25 240 6577 9.67958e-05 0.000100557 0.000147482
26 250 6576 9.35845e-05 9.88557e-05 0.00013694
27 260 6575 9.04928e-05 9.8979e-05 0.000129374
28 270 6574 8.78518e-05 0.000100626 0.000124545
29 280 6573 8.57778e-05 0.000103162 0.000120702
30 290 6572 8.44658e-05 0.000105649 0.000117124
31 300 6571 8.44576e-05 0.000107224 0.000114542
32 310 6570 8.55277e-05 0.0001077 0.000113479
33 320 6569 8.60953e-05 0.000107785 0.000113754
34 330 6568 8.468e-05 0.000107968 0.00011489
35 340 6567 8.16236e-05 0.000107572 0.00011598
36 350 6566 7.85918e-05 0.000105761 0.000115642
37 360 6565 7.69993e-05 0.000102854 0.000112976
38 370 6564 7.74595e-05 9.97406e-05 0.000109166
39 380 6563 7.97505e-05 9.67309e-05 0.000107096
40 390 6562 8.27363e-05 9.33488e-05 0.000107965
41 400 6561 8.51885e-05 8.90219e-05 0.00010941
42 410 6560 8.65505e-05 8.39449e-05 0.000108764
43 420 6559 8.64992e-05 7.8956e-05 0.000106633
44 430 6558 8.48026e-05 7.4442e-05 0.000105225
45 440 6557 8.17775e-05 6.97236e-05 0.000104989
46 450 6556 7.81952e-05 6.40879e-05 0.000104536
47 460 6555 7.45291e-05 5.80593e-05 0.000102947
48 470 6554 7.07349e-05 5.27107e-05 0.000101076
49 480 6553 6.68047e-05 4.84296e-05 0.000100622
50 490 6552 6.34783e-05 4.5145e-05 0.00010192
51 500 6551 6.1975e-05 4.24974e-05 0.000103435
52 510 6550 6.22827e-05 3.95993e-05 0.000103252
53 520 6549 6.23686e-05 3.55718e-05 9.99611e-05
54 530 6548 6.0286e-05 3.03653e-05 9.35384e-05
55 540 6547 5.66413e-05 2.46413e-05 8.58287e-05
56 550 6546 5.39072e-05 1.91634e-05 7.9072e-05
57 560 6545 5.35729e-05 1.44561e-05 7.43915e-05
58 570 6544 5.4293e-05 1.10103e-05 7.15408e-05
